tod_id,tom_id,trade_date,usdrub_tod,tod_volrur,usdrub_tom,tom_volrur
774,775,2003-04-15,31.1895,3561190716.3,31.1912,1132583105
776,777,2003-04-16,31.1902,2396936136,31.1901,728974383.7
778,779,2003-04-17,31.1825,8382764924.5,31.1872,1879373744.7
780,781,2003-04-18,31.1925,3775202688.7,31.1824,1053497127
782,783,2003-04-21,31.1192,4819553234.5,31.1019,516571197.5
784,785,2003-04-22,31.1024,2079756889.6,31.1041,612439397.8
786,787,2003-04-23,31.1011,6320091111.9,31.1004,1071407064.7
788,789,2003-04-24,31.0985,2641782793.6,31.1,19479205658.5
790,791,2003-04-25,31.0984,2346654067.4,31.1,22586157315
792,793,2003-04-28,31.0998,3141050600.8,31.1,12996411670
794,795,2003-04-29,31.0976,2138273591.7,31.1,7073944510
796,797,2003-04-30,31.102,1864938751.2,31.1042,395271648.5
798,799,2003-05-05,31.1113,1816993222.7,31.1111,580844097.5
800,801,2003-05-06,31.12,3260129434.6,31.1187,351454571.5
802,803,2003-05-07,31.1077,2511046422.5,31.1002,1651732254.2
804,805,2003-05-08,31.1029,1958022314.6,31.1001,4247400362
806,807,2003-05-12,31.013,2342630421.9,31.0039,1241087374.2
808,809,2003-05-13,30.982,1564221035.2,30.98,3768815130
810,811,2003-05-14,30.9817,1255285413.7,30.9802,2088714084.3
812,813,2003-05-15,30.9785,3501286552,30.98,12055681126
814,815,2003-05-16,30.8967,4098564257.5,30.89,8905652780.5
816,817,2003-05-19,30.8907,4056745928.4,30.89,21496412937.5
818,819,2003-05-20,30.8913,3824495515.7,30.89,21191745142.2
820,821,2003-05-21,30.8927,3644783936.7,30.89,13676711122
822,823,2003-05-22,30.8085,4370741101.8,30.8081,1906960385.5
826,827,2003-05-27,30.7241,3201699144.5,30.72,19188419389
828,829,2003-05-28,30.6258,4827754291.4,30.6229,1358678791.5
830,831,2003-05-29,30.6582,2619772766.2,30.7066,2751431350
832,833,2003-05-30,30.7326,3673995291.4,30.6978,1304808940
834,835,2003-06-02,30.6492,2048130697.4,30.6504,3178749999
836,837,2003-06-03,30.7349,3221750243.6,30.7542,7024205007
838,839,2003-06-04,30.7674,3799645672.1,30.7532,11184797528
840,841,2003-06-05,30.6563,3549382724,30.645,4599164243.5
842,843,2003-06-06,30.568,2624474139.1,30.561,18424840795
844,845,2003-06-09,30.494,2406647000.3,30.4827,2387134020.2
846,847,2003-06-10,30.5693,2501518731.6,30.5691,2334626578.9
848,849,2003-06-11,30.5771,4682431524.4,30.5139,3298954230
850,851,2003-06-16,30.463,3074451654.9,30.4477,2291253958.3
852,853,2003-06-17,30.3821,4088488216.8,30.3807,3119700320
854,855,2003-06-18,30.3803,3410730017.7,30.3801,19323605419.5
856,857,2003-06-19,30.3992,3543274379.9,30.3802,11627596435
860,861,2003-06-23,30.3415,3071596453.9,30.3913,1196839070.6
862,863,2003-06-24,30.3627,4469686334.6,30.3479,3765775257
864,865,2003-06-25,30.3261,2490498822.3,30.3372,1406039622.1
866,867,2003-06-26,30.339,2844551558.1,30.3366,2648354345.5
868,869,2003-06-27,30.3515,2934713906.2,30.3552,2890271872.8
870,871,2003-06-30,30.3759,2835439090.7,30.3656,806754053
872,873,2003-07-01,30.326,2630964248.5,30.298,1429033258.5
874,875,2003-07-02,30.2843,1758274059.9,30.28,11110581336
878,879,2003-07-07,30.3022,2906798558.5,30.307,4782844192.5
880,881,2003-07-08,30.3773,4191425536.8,30.3677,3039442498
882,883,2003-07-09,30.4393,2579424006.9,30.4041,1365235815.5
884,885,2003-07-10,30.3642,2092823953.8,30.3742,1143678630.5
886,887,2003-07-11,30.3867,2355667623.6,30.3957,781109926.5
888,889,2003-07-14,30.4826,2988632302.2,30.4984,4255655680.6
890,891,2003-07-15,30.534,2822072442.7,30.5339,15683986916.5
892,893,2003-07-16,30.5099,4166099086.7,30.5023,1168938439
894,895,2003-07-17,30.4879,2894487281.3,30.4758,1024262157.5
896,897,2003-07-18,30.4367,3927161544.7,30.4307,1940718187.5
898,899,2003-07-21,30.3915,3385428923.1,30.3583,1984096108.5
900,901,2003-07-22,30.3251,2994940139.2,30.3188,3018477017.5
902,903,2003-07-23,30.3382,2479631341.8,30.3476,1033032008
904,905,2003-07-24,30.3579,2382215181.7,30.3497,1110314020
906,907,2003-07-25,30.3227,2786021759.5,30.3001,4487955126.5
908,909,2003-07-28,30.2431,2793738318.6,30.2467,5747211676.4
910,911,2003-07-29,30.2334,2030774927,30.245,11703551007.7
912,913,2003-07-30,30.2552,2855848856.1,30.2595,1033424035
914,915,2003-07-31,30.2769,3874957163.1,30.245,6500098831
916,917,2003-08-01,30.2995,2120086224.4,30.3651,2017215159.2
918,919,2003-08-04,30.3503,4332597570.9,30.3324,2695186411
920,921,2003-08-05,30.2802,2261811309,30.3032,3136167555.5
922,923,2003-08-06,30.2951,3014032420.3,30.2998,3323676335
924,925,2003-08-07,30.3264,1896433867.9,30.3367,3247514617.5
926,927,2003-08-08,30.3989,2300956832.2,30.4178,1762075313.5
928,929,2003-08-11,30.3733,3126905895.6,30.3615,871861293
930,931,2003-08-12,30.345,1803829390,30.3747,2124192006.9
932,933,2003-08-13,30.4034,3594742511.4,30.3785,3714927246.5
934,935,2003-08-14,30.3273,2469312372.2,30.3454,2138503648
936,937,2003-08-15,30.3516,2519700143.4,30.3454,1856139632
938,939,2003-08-18,30.3255,2386100680.7,30.328,1106336448.2
940,941,2003-08-19,30.3243,3556862869.2,30.3287,1799765471
942,943,2003-08-20,30.3093,5078084654.9,30.3154,1585224422.2
944,945,2003-08-21,30.3224,4239775239.2,30.3266,1818051353.6
946,947,2003-08-22,30.3116,2571270382.5,30.2814,1319997416
948,949,2003-08-25,30.2857,3024148118.3,30.3051,2045622886
950,951,2003-08-26,30.3482,4361314275.6,30.3717,2406652498
952,953,2003-08-27,30.3962,4212493372.9,30.422,2977427465
954,955,2003-08-28,30.4946,2672482797.2,30.5104,2588500570.4
958,959,2003-09-02,30.5484,2804766282,30.5992,3281851361.8
960,961,2003-09-03,30.5999,3367730174.9,30.6042,8345984479.5
962,963,2003-09-04,30.638,5145504277.1,30.6846,10191046947.6
964,965,2003-09-05,30.6607,3377027832.5,30.6842,7747582611.8
966,967,2003-09-08,30.6939,2909382195.8,30.6889,3773665525.9
968,969,2003-09-09,30.6336,3260578807,30.6383,1457892251.3
970,971,2003-09-10,30.6225,2808265460.9,30.6301,1516097952.7
972,973,2003-09-11,30.6536,2793952754.7,30.653,1109730080
974,975,2003-09-12,30.6326,2024266321.7,30.6797,1497752032
976,977,2003-09-15,30.6931,3113879123.4,30.6987,1471510311.7
978,979,2003-09-16,30.6963,4883845530.6,30.6989,4146936482.9
980,981,2003-09-17,30.6748,5563984781.7,30.6613,1901429140.9
982,983,2003-09-18,30.5897,3749985799.4,30.5844,1540717652.5
984,985,2003-09-19,30.57,4029707700.8,30.5471,1437976026.5
986,987,2003-09-22,30.4877,2936671183.9,30.4857,1107514027.5
988,989,2003-09-23,30.4997,4816291594.1,30.4868,2024814356.2
990,991,2003-09-24,30.4424,4316764023.7,30.4296,2564634765
992,993,2003-09-25,30.4666,4148728935.1,30.494,3896162431
994,995,2003-09-26,30.4754,3086793543.2,30.5116,2695456365.5
996,997,2003-09-29,30.6068,3097717202.8,30.615,2194332035.5
998,999,2003-09-30,30.5914,2245073345,30.614,3114542001.2
1000,1001,2003-10-01,30.561,5652981203.4,30.5473,1748010973.7
1002,1003,2003-10-02,30.4813,5549339093.1,30.457,1863664219.5
1004,1005,2003-10-03,30.4385,3543705922.9,30.4358,2215390330
1006,1007,2003-10-06,30.4629,4263794973.3,30.4549,1373820785
1008,1009,2003-10-07,30.4101,3794294065.3,30.382,3982990720.4
1010,1011,2003-10-08,30.3737,2609193668.8,30.3665,2394308427
1012,1013,2003-10-09,30.2356,2323484923.2,30.2331,29166280035.1
1016,1017,2003-10-14,30.2399,3724409078,30.2306,16928105964.7
1018,1019,2003-10-15,30.1304,4858108267.7,30.1176,1451878885.2
1020,1021,2003-10-16,30.1253,2973905890.1,30.0815,1878197634
1022,1023,2003-10-17,30.0754,3045497612.7,30.0662,1954486328
1024,1025,2003-10-20,30.0266,3071898471.2,29.9923,1876347601.3
1026,1027,2003-10-21,29.9323,2590732802.1,29.9288,2023216281.6
1028,1029,2003-10-22,29.9231,2203354918.5,29.917,5823786908.8
1030,1031,2003-10-23,29.9158,1666219922.9,29.915,11383684434
1032,1033,2003-10-24,29.921,2812779572.2,29.9154,10086513961
1034,1035,2003-10-27,30.0723,3045360608.7,30.0817,18889743694.4
1036,1037,2003-10-28,29.9359,2854118989.7,29.916,6711046908.6
1038,1039,2003-10-29,29.816,2941165200.3,29.8171,2720512035.1
1040,1041,2003-10-30,29.852,3464982096.8,29.8514,1800608083.5
1042,1043,2003-10-31,29.9338,3565202272.4,29.9275,1958273310.3
1044,1045,2003-11-03,29.9503,4260731177.1,29.9097,1504366618
1046,1047,2003-11-04,29.8719,2675443899.8,29.8615,3362760874
1048,1049,2003-11-05,29.813,2400929341.5,29.8122,3002777702
1050,1051,2003-11-06,29.8109,2447444061.1,29.7993,6604279329.6
1054,1055,2003-11-12,29.8113,2124263969.8,29.8296,2326766725.9
1056,1057,2003-11-13,29.8633,2668647203.1,29.8481,2688600397.4
1058,1059,2003-11-14,29.8173,2912375432,29.8175,1231909802.3
1060,1061,2003-11-17,29.8193,3513070402.6,29.7957,9137463561.8
1062,1063,2003-11-18,29.8047,3444377802.1,29.8017,5002667345
1064,1065,2003-11-19,29.796,3133796847.6,29.7972,4419852008.5
1066,1067,2003-11-20,29.8112,3995681658.8,29.8086,1242330980.6
1068,1069,2003-11-21,29.8046,2790779669.2,29.7963,5063522833.3
1070,1071,2003-11-24,29.7379,3322049914,29.7352,13860826747
1072,1073,2003-11-25,29.7385,2574581435.4,29.7352,10400615698.5
1076,1077,2003-11-28,29.7359,2790774971.2,29.7371,3091529227.7
1078,1079,2003-12-01,29.7073,2852050641.1,29.7046,1139588714.7
1080,1081,2003-12-02,29.7024,3590838830.7,29.7008,1152273629.3
1082,1083,2003-12-03,29.6972,3327721259.3,29.695,23851589805.6
1084,1085,2003-12-04,29.7016,3547354426.4,29.695,15375257803.2
1086,1087,2003-12-05,29.6379,3760510066,29.6343,1623634514.7
1088,1089,2003-12-08,29.5532,2874407200.7,29.5508,1874642649
1090,1091,2003-12-09,29.5556,2609846109.4,29.5524,1245428380
1092,1093,2003-12-10,29.5402,2726501189.3,29.5351,19018097070
1094,1095,2003-12-11,29.4545,3494832040.1,29.427,3412087965
1096,1097,2003-12-15,29.3899,3545445490.3,29.3851,34123516687
1098,1099,2003-12-16,29.3079,5752897269.2,29.2813,4181082065.4
1100,1101,2003-12-17,29.255,4316016115.7,29.2607,2468546678.1
1102,1103,2003-12-18,29.2479,2505112900,29.245,11861926598
1104,1105,2003-12-19,29.2505,3038604935.9,29.2509,8653394068.1
1106,1107,2003-12-22,29.2779,3399955510.7,29.2532,2692963705
1108,1109,2003-12-23,29.2491,2185552301.4,29.245,21256936222.7
1112,1113,2003-12-26,29.2655,3735765210.9,29.282,3576448155.8
1114,1115,2003-12-29,29.4618,3963639350.9,29.4548,22644576028.4
1117,1118,2004-01-06,29.2521,4311699820.7,29.245,31215385148
1119,1120,2004-01-08,29.1462,4117044925.1,29.1274,3352241074
1121,1122,2004-01-09,29.016,3279679101.9,28.9717,5028961391
1123,1124,2004-01-12,28.878,3551565757.5,28.8741,3317318019
1125,1126,2004-01-13,28.8912,2648805618.5,28.8722,3195811172.5
1127,1128,2004-01-14,28.8687,2798876280.5,28.8847,2249999753.5
1129,1130,2004-01-15,28.8815,3615210787.2,28.8865,4080455689
1133,1134,2004-01-20,28.7874,2143052881.8,28.785,43715919682.6
1135,1136,2004-01-21,28.8246,5180243511.6,28.786,39946618060
1137,1138,2004-01-22,28.7105,5577412854,28.683,3909382652.5
1139,1140,2004-01-23,28.5694,6070403429.6,28.5254,2780801803
1141,1142,2004-01-26,28.5156,3243960600.1,28.5127,1669901896
1143,1144,2004-01-27,28.515,3362917706.2,28.5085,1848148538
1145,1146,2004-01-28,28.4852,4214752817.6,28.4854,39081697288.1
1147,1148,2004-01-29,28.5009,2263882202.4,28.4949,2972958779.2
1149,1150,2004-01-30,28.5004,4069337113.3,28.5115,5391889151.5
1151,1152,2004-02-02,28.5285,3387555950.7,28.5526,4545142214.5
1153,1154,2004-02-03,28.6559,5397114997.4,28.598,3945432474.9
1155,1156,2004-02-04,28.5326,4429577632.5,28.519,6055554418
1157,1158,2004-02-05,28.4948,2945161374.5,28.5078,4374700629.5
1159,1160,2004-02-06,28.5781,6133996940.6,28.5621,3509998740
1161,1162,2004-02-09,28.4994,1922880324.8,28.4981,2606005405.3
1163,1164,2004-02-10,28.5055,6538904599,28.4851,71888551661
1165,1166,2004-02-11,28.5528,7932145427.8,28.5203,6496446098.6
1167,1168,2004-02-12,28.5368,4229864599.7,28.4852,12005761460.6
1171,1172,2004-02-17,28.4982,4286436883.5,28.4854,6679626022.1
1173,1174,2004-02-18,28.4891,2876284233,28.486,6889092687.4
1175,1176,2004-02-19,28.4993,3601747741,28.4892,7129018629.5
1177,1178,2004-02-20,28.499,3323947389.1,28.4983,5670505529.7
1179,1180,2004-02-24,28.5112,3163144987.2,28.4913,11021506690.4
1181,1182,2004-02-25,28.4965,3942862396.4,28.5009,4015970041.5
1183,1184,2004-02-26,28.5116,2183075997.9,28.5215,5373043137.5
1185,1186,2004-02-27,28.5165,4896547565.9,28.5144,7357344071
1187,1188,2004-03-01,28.522,2463756760.6,28.525,2374562739
1189,1190,2004-03-02,28.5326,3366586298.4,28.5365,4220460570
1191,1192,2004-03-03,28.5888,4357183153.5,28.6306,33512909440.4
1193,1194,2004-03-04,28.6653,10359385716.4,28.6426,6698564719.7
1195,1196,2004-03-05,28.6315,2266354593.4,28.6207,4546717681.3
1197,1198,2004-03-09,28.5227,2509624115,28.5352,1509999620.5
1199,1200,2004-03-10,28.5769,5363340450.9,28.5708,2752310715
1201,1202,2004-03-11,28.5751,3468589142.8,28.5683,4367406883.5
1203,1204,2004-03-12,28.5287,3522836220.7,28.5124,6496033349.5
1205,1206,2004-03-15,28.5083,2150467990.8,28.5097,1153161681
1207,1208,2004-03-16,28.5111,2990527191.6,28.5167,5842961419
1209,1210,2004-03-17,28.5392,3440259559.4,28.5344,3080035189
1211,1212,2004-03-18,28.5171,3509824801.2,28.5081,4768839790.6
1213,1214,2004-03-19,28.5076,3320561396.5,28.5064,2068566393
1215,1216,2004-03-22,28.5117,3628995705.1,28.5041,3336887789
1217,1218,2004-03-23,28.4877,5680103819.9,28.4863,12915520083.5
1219,1220,2004-03-24,28.4852,3461519196.8,28.486,5060683955
1221,1222,2004-03-25,28.4988,3788089067.3,28.4938,4167239503.5
1223,1224,2004-03-26,28.4887,3900581972.1,28.4853,5305639514.2
1225,1226,2004-03-29,28.4898,2021178270.7,28.4892,3156119069.2
1227,1228,2004-03-30,28.484,2679579784.3,28.4989,4878959118.4
1229,1230,2004-03-31,28.511,3531885608.3,28.5126,3298076637
1231,1232,2004-04-01,28.5003,4784036189.2,28.5075,2246961250.3
1233,1234,2004-04-02,28.5138,3596250532.5,28.5126,1865010172
1235,1236,2004-04-05,28.5386,1770846249.6,28.5386,2151754357.7
1237,1238,2004-04-06,28.5429,2941634150.3,28.5354,3075604268
1239,1240,2004-04-07,28.529,1722495942.1,28.5269,1975090827.5
1241,1242,2004-04-08,28.5192,3126934963.5,28.5165,2374793443
1243,1244,2004-04-09,28.5181,2473235011,28.5175,5878560988.4
1245,1246,2004-04-12,28.5537,2140069637.2,28.5671,2431742176.7
1247,1248,2004-04-13,28.5829,2663157372.2,28.603,4539238279
1249,1250,2004-04-14,28.6192,4299583395.4,28.6173,4344163406
1251,1252,2004-04-15,28.6104,3174927860.9,28.6141,4669162974
1253,1254,2004-04-16,28.6223,2159320604.9,28.6299,1446151497
1255,1256,2004-04-19,28.66,4486949038.4,28.6855,4377842121
1257,1258,2004-04-20,28.7705,4441413097.4,28.8389,10624657907.3
1259,1260,2004-04-21,28.9247,3854566599.2,28.9152,6263901418.4
1261,1262,2004-04-22,28.9417,7998423907.8,28.9743,6800242284.4
1263,1264,2004-04-23,28.9645,3171382173.2,28.9395,5474336281.1
1265,1266,2004-04-26,29.0053,3150728309.6,28.9537,3385819784.4
1267,1268,2004-04-27,28.8687,3845251761.1,28.861,5942802992.2
1269,1270,2004-04-28,28.8463,4297351076.2,28.8742,3897895749.5
1271,1272,2004-04-29,28.8687,2893710445.2,28.9111,4808383965.2
1273,1274,2004-04-30,28.9077,3574060698,28.9733,3551140595
1275,1276,2004-05-05,28.9077,4057304418.7,28.8748,3638833410
1277,1278,2004-05-06,28.8644,4692485859.1,28.8873,2501903059.6
1279,1280,2004-05-07,28.9503,2844659017.5,28.9556,1953838077.1
1281,1282,2004-05-11,28.9885,3718443266.2,28.9807,3521009626.1
1283,1284,2004-05-12,29.0392,4590465016.4,29.0647,3184158474.2
1285,1286,2004-05-13,29.0788,2769344724.9,29.066,3091746334.9
1287,1288,2004-05-14,29.0608,5139514049.7,29.0759,2695478503
1289,1290,2004-05-17,29.0493,3929377311.6,29.0087,7085945075.5
1291,1292,2004-05-18,28.9901,3808192909.9,28.9953,3729519032.6
1293,1294,2004-05-19,28.987,4477877362.8,28.9874,2289486494.5
1295,1296,2004-05-20,28.987,3112013425.8,28.9762,9150686363.7
1297,1298,2004-05-21,28.9574,2746523033.4,28.9761,7612320404.9
1299,1300,2004-05-24,28.996,4900035512.9,28.9885,5196834001.7
1301,1302,2004-05-25,28.9676,5697923730.7,28.9787,22752403144.9
1303,1304,2004-05-26,28.9731,2680500067,28.9747,14239836233.2
1305,1306,2004-05-27,28.9768,2878299195.4,28.9849,4053948212.2
1309,1310,2004-06-01,28.9981,13086689066.6,29.0117,11694971155
1311,1312,2004-06-02,29.0578,11216038866.1,29.0647,6741350092
1313,1314,2004-06-03,29.0838,13417992123,29.0857,8259706281.9
1315,1316,2004-06-04,29.0588,13742981065.6,29.0473,11912250674.3
1317,1318,2004-06-07,29.0247,12995686649.8,29.0277,9474149945.9
1319,1320,2004-06-08,29.0158,8931591212.3,29.0208,18788855725.6
1321,1322,2004-06-09,29.0314,11529586876.7,29.0355,6938517706.3
1323,1324,2004-06-10,29.0379,8449872860.1,29.025,18159004339.7
1325,1326,2004-06-11,29.0187,8807897074.8,29.0215,6410712731.8
1327,1328,2004-06-15,29.0149,8329355410,29.02,13375088335
1329,1330,2004-06-16,29.014,9703674429.1,29.0202,19931141466.5
1331,1332,2004-06-17,29.0273,10600812521.1,29.024,7086777315
1333,1334,2004-06-18,29.0228,12532278946,29.0213,10951746501.8
1335,1336,2004-06-21,29.0149,6772300376.8,29.0174,8587342030.8
1337,1338,2004-06-22,29.0191,6843122590.1,29.0201,4664329899.9
1339,1340,2004-06-23,29.0218,7980000081.9,29.0234,5786834425.6
1341,1342,2004-06-24,29.0227,15544414746.7,29.0217,10338498837
1343,1344,2004-06-25,29.0213,10593535352.1,29.0212,14145423878.7
1345,1346,2004-06-28,29.0159,8906650148.3,29.0221,10479902205.8
1347,1348,2004-06-29,29.0223,10021453308,29.028,5871728184.5
1349,1350,2004-06-30,29.0437,14429993289.9,29.057,11054762178.9
1351,1352,2004-07-01,29.0354,9197066030,29.0357,5178578404
1353,1354,2004-07-02,29.0322,9431364056.4,29.0336,8351998485.6
1356,1357,2004-07-06,29.0428,7715084245.8,29.0484,5004467619.5
1358,1359,2004-07-07,29.0656,11546414621.2,29.0712,9526582529.5
1360,1361,2004-07-08,29.1013,14412799324.4,29.112,10321643775.6
1362,1363,2004-07-09,29.1006,11291623227.4,29.1162,9627662435.2
1364,1365,2004-07-12,29.1333,11855996661.3,29.1286,9166413675.4
1366,1367,2004-07-13,29.126,6209779197,29.1259,6248500836.9
1368,1369,2004-07-14,29.1027,11337192221.4,29.0954,12042347549.3
1370,1371,2004-07-15,29.0795,9278447403.8,29.079,8290246653.6
1372,1373,2004-07-16,29.0922,12654885455.6,29.0911,11413908419.9
1374,1375,2004-07-19,29.0809,9472635355.8,29.0804,12621733085.2
1376,1377,2004-07-20,29.0788,9828319301.6,29.0815,5050058187.8
1378,1379,2004-07-21,29.087,9108561267.7,29.0888,3282470541.5
1380,1381,2004-07-22,29.0912,13683622477.6,29.0884,13311695368.3
1382,1383,2004-07-23,29.0813,10087770515.6,29.084,5164086953
1384,1385,2004-07-26,29.0901,9813513057.4,29.0885,8242427559.3
1386,1387,2004-07-27,29.0838,7276099359.4,29.0838,7090112282.5
1388,1389,2004-07-28,29.0838,9484251204.8,29.0859,8374433160
1390,1391,2004-07-29,29.0847,10915735993.4,29.0896,6795814755.7
1392,1393,2004-07-30,29.0831,14000825238.3,29.1059,14353703197.8
1394,1395,2004-08-02,29.1378,13715598538.9,29.1427,9555110299
1396,1397,2004-08-03,29.1819,14519592786.3,29.1822,11174178963
1398,1399,2004-08-04,29.1757,9315055132,29.1768,5607525349.1
1400,1401,2004-08-05,29.1767,6927188120.1,29.1797,3396132616.4
1402,1403,2004-08-06,29.195,7470321727.8,29.2009,9015131778
1404,1405,2004-08-09,29.2455,11165313022.3,29.2459,14199340975
1406,1407,2004-08-10,29.2393,6676930191.6,29.2449,5908115618.6
1408,1409,2004-08-11,29.2518,9100133457.4,29.257,6666461655.2
1410,1411,2004-08-12,29.2719,13092991727.9,29.2696,8996745744
1412,1413,2004-08-13,29.2553,9783903728.1,29.2462,6622838120.6
1414,1415,2004-08-16,29.2229,11250519448.3,29.2227,10059139479.5
1416,1417,2004-08-17,29.2132,10284602357.2,29.2152,11598808590
1418,1419,2004-08-18,29.2168,9888905120.2,29.2279,12367247455.4
1420,1421,2004-08-19,29.2301,9210934859.9,29.227,18779421516.2
1422,1423,2004-08-20,29.2159,11837393695.2,29.221,8503590153.4
1424,1425,2004-08-23,29.2131,8139643392.8,29.2159,7541024522.7
1426,1427,2004-08-24,29.2209,7375034446.9,29.2213,4011959803.3
1428,1429,2004-08-25,29.2171,9226852794.7,29.2211,9504859010.1
1430,1431,2004-08-26,29.2157,12451615827,29.2189,7092737230.7
1432,1433,2004-08-27,29.2161,10819696881.4,29.2349,12512749216.7
1434,1435,2004-08-30,29.2363,13087768655.5,29.243,12516505867.4
1436,1437,2004-08-31,29.2521,19018618877.8,29.2607,16794264569.5
1438,1439,2004-09-01,29.2495,10918950298.9,29.2449,13438646006.6
1440,1441,2004-09-02,29.2237,12409280426,29.2273,11975679303.4
1442,1443,2004-09-03,29.2217,10155833423.8,29.2211,17538196833.3
1445,1446,2004-09-07,29.2169,9265600752.7,29.2197,4149011178.4
1447,1448,2004-09-08,29.2233,9154584806.6,29.2212,7522070888.7
1449,1450,2004-09-09,29.2157,10147669945.6,29.2155,11569731294.5
1451,1452,2004-09-10,29.2156,6733719460.2,29.2154,12071389783.6
1453,1454,2004-09-13,29.2144,11903935801.5,29.215,41527947409.3
1455,1456,2004-09-14,29.2182,14009868568.3,29.2162,9043584718
1457,1458,2004-09-15,29.2152,9713529480.2,29.215,18365105696.9
1459,1460,2004-09-16,29.2197,16848682676.3,29.2211,10594492966.7
1461,1462,2004-09-17,29.2202,10292397456.4,29.2167,6169886446.4
1463,1464,2004-09-20,29.2156,7230326502.6,29.2163,4991425356.4
1465,1466,2004-09-21,29.2169,9172129535.5,29.2166,4849836811.5
1467,1468,2004-09-22,29.2172,10636245484.9,29.2154,11573976282.1
1469,1470,2004-09-23,29.2151,9229019498.8,29.2149,14652138243.3
1471,1472,2004-09-24,29.2149,12432316516.5,29.215,12582621255
1473,1474,2004-09-27,29.2149,8097564427.5,29.2158,3387807544.5
1475,1476,2004-09-28,29.2126,7269690486.5,29.215,19222548889.5
1477,1478,2004-09-29,29.2169,7949821350.9,29.2179,7850842919.2
1479,1480,2004-09-30,29.2221,9462371750.1,29.2156,16589638778
1481,1482,2004-10-01,29.2185,7717562496,29.2151,14065993052.3
1483,1484,2004-10-04,29.2098,13646348407.8,29.2161,23175701243.7
1485,1486,2004-10-05,29.221,8682839390.5,29.22,5994559398.9
1487,1488,2004-10-06,29.2228,10941264162,29.2209,4704622170
1489,1490,2004-10-07,29.2221,7646228973.1,29.2214,5293394328.5
1491,1492,2004-10-08,29.2229,9213569179.7,29.221,6976131158.5
1494,1495,2004-10-12,29.1168,13403285116,29.1162,29002934533.9
1496,1497,2004-10-13,29.1191,12302356927.6,29.1184,8854496602.9
1498,1499,2004-10-14,29.116,5553605916.6,29.115,22879309802.9
1500,1501,2004-10-15,29.1167,9700584256.8,29.115,48028463036.8
1502,1503,2004-10-18,29.1211,9559274311.3,29.1189,6923027240.5
1504,1505,2004-10-19,29.1185,8697755883.7,29.1156,7812355406.8
1506,1507,2004-10-20,29.1159,12344463186.2,29.115,24053247854.2
1508,1509,2004-10-21,29.1161,13070850685,29.1153,39660186885.1
1510,1511,2004-10-22,29.0017,51074285521.7,28.9753,33238881801.3
1512,1513,2004-10-25,28.8684,29686853926.2,28.865,48744871413
1514,1515,2004-10-26,28.7638,38815418938.1,28.7493,28345742882.9
1516,1517,2004-10-27,28.7714,18701536244.6,28.772,10125436760.8
1518,1519,2004-10-28,28.7784,19173996896.8,28.7722,16120355629.5
1520,1521,2004-10-29,28.7615,12340199011.7,28.7541,27216323653.2
1522,1523,2004-11-01,28.7653,12618536870.2,28.766,18467309821.5
1524,1525,2004-11-02,28.7813,10200982862.5,28.7807,6980576658.5
1526,1527,2004-11-03,28.7869,10707367115.4,28.7801,10792862209.5
1528,1529,2004-11-04,28.7655,15356560788.5,28.765,109833371083
1530,1531,2004-11-05,28.6746,43085121655.3,28.6614,35485911539.3
1532,1533,2004-11-09,28.6557,17451231367.7,28.6599,9542264196.1
1534,1535,2004-11-10,28.6755,14928842707.1,28.6758,20808390619.3
1537,1538,2004-11-12,28.6695,16378199937.7,28.6703,10925953497.8
1539,1540,2004-11-15,28.671,11710577002.1,28.6814,11041077447.5
1541,1542,2004-11-16,28.6857,17110948611.4,28.6833,13448474036.2
1543,1544,2004-11-17,28.663,17575373751.1,28.6453,35306425912.1
1545,1546,2004-11-18,28.5357,30277788207.6,28.5368,29104726967.1
1547,1548,2004-11-19,28.548,16361098662.6,28.54,13038974752
1549,1550,2004-11-22,28.5235,12315151787.1,28.5216,12065954509.7
1551,1552,2004-11-23,28.5233,11831213397.6,28.5151,69016516525.3
1553,1554,2004-11-24,28.4179,35595413714.2,28.3956,41558623600
1556,1557,2004-11-26,28.2793,40875453075.7,28.2993,29751625272.6
1558,1559,2004-11-29,28.2291,33427432498.5,28.1919,37285078670
1560,1561,2004-11-30,28.1531,21990225124.9,28.145,66967482745.8
1562,1563,2004-12-01,28.0188,40197293105.2,28.0066,34079263161.6
1564,1565,2004-12-02,27.9999,22215546782.3,27.996,62626106995.5
1566,1567,2004-12-03,27.9391,33920577806.1,27.9276,28183440001.2
1568,1569,2004-12-06,27.8558,30055231029.5,27.8578,27634067468.1
1570,1571,2004-12-07,27.8912,24886104740.1,27.8852,29583580438.8
1572,1573,2004-12-08,27.9842,33804625744.2,27.9915,76226279476.8
1574,1575,2004-12-09,28.0026,24747282005.8,28.0134,25185047006.6
1576,1577,2004-12-10,28.128,26283703514.4,28.1336,115738275259.7
1578,1579,2004-12-14,27.9946,22302893556.1,27.995,35798253030.5
1580,1581,2004-12-15,27.9102,24547092830,27.8993,35019032671.7
1582,1583,2004-12-16,27.843,17581110924.4,27.8505,29399551828.5
1584,1585,2004-12-17,27.8854,15959884355.2,27.8998,23109444030.7
1586,1587,2004-12-20,27.8925,17346159429.6,27.9023,19819489584.2
1588,1589,2004-12-21,27.8878,16784381031.3,27.8809,23882978125.4
